brand_key,chain,mall_id,mall_name,region
chowking,waltermart,general-trias,WalterMart General Trias,south-luzon
chowking,waltermart,guiguinto,WalterMart Guiguinto,north-luzon
chowking,waltermart,makati,WalterMart Makati,metro-manila
chowking,waltermart,nasugbu,WalterMart Nasugbu,south-luzon
chowking,waltermart,north-edsa,WalterMart North EDSA,metro-manila
chowking,waltermart,plaridel,WalterMart Plaridel,north-luzon
chowking,waltermart,sta-maria,WalterMart Sta. Maria,north-luzon
chowking,waltermart,subic,WalterMart Subic,north-luzon
chowking,waltermart,talavera,WalterMart Talavera,north-luzon
chowking,waltermart,trece-martires,WalterMart Trece Martires,south-luzon
chris sports,ayala,ayala-abreeza,Abreeza,mindanao
chris sports,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
chris sports,ayala,ayala-centrio,Centrio Mall,mindanao
chris sports,ayala,ayala-glorietta,Glorietta,metro-manila
chris sports,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
chris sports,ayala,ayala-one-bonifacio-high-street,One Bonifacio High Street,metro-manila
chris sports,ayala,ayala-the-30th,Ayala Malls The 30th,metro-manila
chris sports,ayala,ayala-trinoma,Trinoma,metro-manila
chris sports,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
chris sports,ortigas,greenhills,Greenhills,metro-manila
chris sports,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
chris sports,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
chris sports,sm,sm-city-bacolod,SM City Bacolod,visayas
chris sports,sm,sm-city-baguio,SM City Baguio,north-luzon
chris sports,sm,sm-city-batangas,SM City Batangas,south-luzon
chris sports,sm,sm-city-bf-paranaque,SM City BF Parañaque,metro-manila
chris sports,sm,sm-city-bicutan,SM City Bicutan,metro-manila
chris sports,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
chris sports,sm,sm-city-cebu,SM City Cebu,visayas
chris sports,sm,sm-city-clark,SM City Clark,north-luzon
chris sports,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
chris sports,sm,sm-city-fairview,SM City Fairview,metro-manila
chris sports,sm,sm-city-laoag,SM City Laoag,north-luzon
chris sports,sm,sm-city-lucena,SM City Lucena,south-luzon
chris sports,sm,sm-city-marilao,SM City Marilao,north-luzon
chris sports,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
chris sports,sm,sm-city-olongapo-central,SM City Olongapo Central,north-luzon
chris sports,sm,sm-city-pampanga,SM City Pampanga,north-luzon
chris sports,sm,sm-city-rosales,SM City Rosales,north-luzon
chris sports,sm,sm-city-santa-rosa,SM City Santa Rosa,south-luzon
chris sports,sm,sm-city-sucat,SM City Sucat,metro-manila
chris sports,sm,sm-city-tarlac,SM City Tarlac,north-luzon
chris sports,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
chris sports,sm,sm-lanang,SM Lanang,mindanao
chris sports,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
chris sports,sm,sm-megamall,SM Megamall,metro-manila
chris sports,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
chrishas kitchen,ayala,ayala-glorietta,Glorietta,metro-manila
chrishas kitchen,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
christian dior,ayala,ayala-greenbelt,Greenbelt,metro-manila
christine lhuillere parfumerie,araneta,gateway-mall,Gateway Mall,metro-manila
christine lhuillier parfumerie,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
christine lhuillier parfumerie,sm,sm-city-bacoor,SM City Bacoor,south-luzon
christine lhuillier parfumerie,sm,sm-city-bf-paranaque,SM City BF Parañaque,metro-manila
christine lhuillier parfumerie,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
christine lhuillier parfumerie,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
christine lhuillier parfumerie,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
christine lhuillier parfumerie,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
christine lhuillier parfumerie,sm,sm-megamall,SM Megamall,metro-manila
christine lhuillier parfumerie,sm,sm-southmall,SM Southmall,metro-manila
christine lhuillier perfumerie,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
christine llhuilier,ortigas,greenhills,Greenhills,metro-manila
christs commission fellowship,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
christs commission fellowship,ayala,ayala-feliz,Ayala Malls Feliz,metro-manila
christs commission fellowship,ayala,ayala-glorietta,Glorietta,metro-manila
christs commission fellowship,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
christs commission fellowship,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
christs commission fellowship,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
christs commission fellowship (ccf),robinsons,galleria-south,Robinsons Galleria South,south-luzon
chroma men,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
chronomile watch store,robinsons,robinsons-santiago,Robinsons Place Santiago,north-luzon
chronos,ortigas,greenhills,Greenhills,metro-manila
chronos,sm,s-maison,S Maison,metro-manila
chronos,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
chronos,sm,sm-southmall,SM Southmall,metro-manila
chungchun rice corn dog,sm,sm-city-baguio,SM City Baguio,north-luzon
chungchun rice corn dog,sm,sm-city-clark,SM City Clark,north-luzon
chunky boss,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
churrostar,robinsons,robinsons-las-pinas,Robinsons Place Las Pinas,metro-manila
churrostar,sm,sm-city-manila,SM City Manila,metro-manila
ciao mango,robinsons,robinsons-malabon,Robinsons Town Mall Malabon,metro-manila
cibo,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
cibo,ayala,ayala-glorietta,Glorietta,metro-manila
cibo,ayala,ayala-greenbelt,Greenbelt,metro-manila
cibo,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
cibo,ayala,ayala-market-market,Market! Market!,metro-manila
cibo,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
cibo,ayala,ayala-the-30th,Ayala Malls The 30th,metro-manila
cibo,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
cibo,ayala,ayala-vertis,Ayala Malls Vertis North,metro-manila
cibo,megaworld,eastwood-mall,Eastwood Mall,metro-manila
cibo,megaworld,southwoods-mall,Southwoods Mall,south-luzon
cibo,megaworld,uptown-mall,Uptown Mall,metro-manila
cibo,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
cibo,ortigas,estancia,Estancia,metro-manila
cibo,ortigas,greenhills,Greenhills,metro-manila
cibo,robinsons,opus,Opus Mall,metro-manila
cibo,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
cibo,sm,moa-square,MOA Square,metro-manila
cibo,sm,sm-aura,SM Aura,metro-manila
cibo,sm,sm-city-bacolod,SM City Bacolod,visayas
cibo,sm,sm-megamall,SM Megamall,metro-manila
cignal,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
cignal,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
cignal tv,ayala,ayala-capitol-central,Ayala Malls Capitol Central,visayas
cignal tv,sm,sm-city-bacolod,SM City Bacolod,visayas
cignal tv,sm,sm-city-bataan,SM City Bataan,north-luzon
cignal tv,sm,sm-city-davao,SM City Davao,mindanao
cignal tv,sm,sm-city-tuguegarao,SM City Tuguegarao,north-luzon
cignal tv,sm,sm-lanang,SM Lanang,mindanao
cindys bakery,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
cindys bakery and restaurant,waltermart,arayat,WalterMart Arayat,north-luzon
cindys bakery and restaurant,waltermart,balanga,WalterMart Balanga,north-luzon
cindys bakery and restaurant,waltermart,cabanatuan,WalterMart Cabanatuan,north-luzon
cindys bakery and restaurant,waltermart,capas,WalterMart Capas,north-luzon
cindys bakery and restaurant,waltermart,malolos,WalterMart Malolos,north-luzon
cindys bakery and restaurant,waltermart,paniqui,WalterMart Paniqui,north-luzon
cindys bakery and restaurant,waltermart,san-jose,WalterMart San Jose,north-luzon
cindys bakery and restaurant,waltermart,talavera,WalterMart Talavera,north-luzon
cinema,ayala,ayala-abreeza,Abreeza,mindanao
cinema,ayala,ayala-capitol-central,Ayala Malls Capitol Central,visayas
cinema,ayala,ayala-centrio,Centrio Mall,mindanao
cinema,ayala,ayala-circuit,Ayala Malls Circuit,metro-manila
cinema,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
cinema,ayala,ayala-feliz,Ayala Malls Feliz,metro-manila
cinema,ayala,ayala-glorietta,Glorietta,metro-manila
cinema,ayala,ayala-greenbelt,Greenbelt,metro-manila
cinema,ayala,ayala-harbor-point,Harbor Point,north-luzon
cinema,ayala,ayala-legazpi,Ayala Malls Legazpi,south-luzon
cinema,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
cinema,ayala,ayala-market-market,Market! Market!,metro-manila
cinema,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
cinema,ayala,ayala-the-30th,Ayala Malls The 30th,metro-manila
cinema,ayala,ayala-trinoma,Trinoma,metro-manila
cinema,ayala,ayala-up-town-center,U. P. Town Center,metro-manila
cinema,ayala,ayala-vertis,Ayala Malls Vertis North,metro-manila
cinema,ortigas,greenhills,Greenhills,metro-manila
cinnabon,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
cinnabon,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
cinnabon,ayala,ayala-trinoma,Trinoma,metro-manila
cinnabon,ayala,one-ayala-mall,One Ayala,metro-manila
cinnabon,filinvest,festival-mall,Festival Mall,metro-manila
cinnabon,ortigas,estancia,Estancia,metro-manila
cinnabon,ortigas,greenhills,Greenhills,metro-manila
cinnabon,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
cinnabon,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
cinnabon,sm,sm-aura,SM Aura,metro-manila
cinnabon,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
cinnabon,sm,sm-city-baguio,SM City Baguio,north-luzon
cinnabon,sm,sm-city-bicutan,SM City Bicutan,metro-manila
cinnabon,sm,sm-city-clark,SM City Clark,north-luzon
cinnabon,sm,sm-city-fairview,SM City Fairview,metro-manila
cinnabon,sm,sm-city-mindpro,SM City Mindpro,mindanao
cinnabon,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
cinnabon,sm,sm-lanang,SM Lanang,mindanao
cinnabon,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
cinnabon,sm,sm-megamall,SM Megamall,metro-manila
cinnabon,sm,sm-seaside-city-cebu,SM Seaside City Cebu,visayas
cinnabon,sm,sm-southmall,SM Southmall,metro-manila
cisco systems management b v,sm,sm-aura,SM Aura,metro-manila
citi bites pizza & pasta,robinsons,robinsons-la-union,Robinsons Place La Union,north-luzon
citizen,sm,sm-city-north-edsa,SM City North Edsa,metro-manila
citizen,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
citizen,sm,sm-southmall,SM Southmall,metro-manila
citrus & chips,robinsons,robinsons-pangasinan,Robinsons Place Pangasinan,north-luzon
citrus alley,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
citrus alley,sm,sm-megacenter-cabanatuan,SM Megacenter Cabanatuan,north-luzon
citrus alley,waltermart,gapan,WalterMart Gapan,north-luzon
citrus and shakes,robinsons,robinsons-pangasinan,Robinsons Place Pangasinan,north-luzon
citrus blend,waltermart,paniqui,WalterMart Paniqui,north-luzon
citrus center,sm,sm-center-dagupan,SM Center Dagupan,north-luzon
citrus center,sm,sm-city-baguio,SM City Baguio,north-luzon
citrus center,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
citrus center,sm,sm-city-pampanga,SM City Pampanga,north-luzon
citrus center,sm,sm-city-sto-tomas,SM City Sto. Tomas,south-luzon
citrus center,sm,sm-city-urdaneta-central,SM City Urdaneta Central,north-luzon
citrus pulp detox,sm,sm-city-clark,SM City Clark,north-luzon
citrus quenchers,robinsons,robinsons-north-tacloban,Robinsons North Tacloban,visayas
citrus quenchers,sm,sm-savemore-tacloban,SM Savemore Tacloban,visayas
citrus zone,robinsons,robinsons-tacloban,Robinsons Place Tacloban,visayas
citrus zone,sm,sm-city-bacolod,SM City Bacolod,visayas
citrus zone,sm,sm-city-bacoor,SM City Bacoor,south-luzon
citrus zone,sm,sm-city-grand-central,SM City Grand Central,metro-manila
city best dental clinic,sm,sm-city-sta-mesa,SM City Sta. Mesa,metro-manila
city buffet,sm,sm-city-fairview,SM City Fairview,metro-manila
city cycle,megaworld,california-garden-square,California Garden Square,metro-manila
city government of bacoor regional trial court,filinvest,main-square,Main Square,south-luzon
city government of pasig city,ayala,ayala-the-30th,Ayala Malls The 30th,metro-manila
city government of taguig satellite office,sm,sm-aura,SM Aura,metro-manila
city light,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
city md,robinsons,robinsons-bacolod,Robinsons Place Bacolod,visayas
city smiles,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
city smiles dental services,robinsons,robinsons-bacolod,Robinsons Place Bacolod,visayas
city time,sm,sm-city-fairview,SM City Fairview,metro-manila
city treasurers office,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
city treasurers office,robinsons,robinsons-galleria-cebu,Robinsons Galleria Cebu,visayas
citybites,sm,smdc-light-mall,SMDC Light Mall,metro-manila
citybites,sm,smdc-strip-at-shore,SMDC Strip at Shore,metro-manila
citycomputer,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
citydent dental specialty,sm,sm-city-cebu,SM City Cebu,visayas
citylight telecom centre,sm,sm-city-fairview,SM City Fairview,metro-manila
citylight telecom centre,sm,sm-city-marilao,SM City Marilao,north-luzon
citylight telecom centre,sm,sm-city-san-lazaro,SM City San Lazaro,metro-manila
citylight telecom centre,sm,sm-city-san-mateo,SM City San Mateo,metro-manila
civet coffee roasters,sm,sm-city-cebu,SM City Cebu,visayas
civina healthline,robinsons,robinsons-palawan,Robinsons Place Palawan,south-luzon
cj five,araneta,farmers-plaza,Farmers Plaza,metro-manila
cj home,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
cjj,araneta,farmers-plaza,Farmers Plaza,metro-manila
ck underwear,ayala,ayala-bonifacio-high-street,Bonifacio High Street,metro-manila
ck underwear,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
ckk mobile,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
cku digital supplies,robinsons,robinsons-valencia,Robinsons Place Valencia,mindanao
claire & carlos,ortigas,tiendesitas,Tiendesitas,metro-manila
clara scents,sm,sm-city-bacoor,SM City Bacoor,south-luzon
clarisse,sm,sm-cherry-antipolo,SM Center Antipolo Downtown,metro-manila
clarkie,megaworld,mactan-newtown,Mactan Newtown,visayas
clarks,ayala,ayala-glorietta,Glorietta,metro-manila
clarks,ayala,ayala-marquee,MarQuee Mall,north-luzon
clarks,ayala,ayala-trinoma,Trinoma,metro-manila
clarks,ortigas,greenhills,Greenhills,metro-manila
clarks,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
clarks,sm,sm-lanang,SM Lanang,mindanao
clarks,sm,sm-mall-of-asia,SM Mall of Asia,metro-manila
classic hifi,ayala,ayala-center-cebu,Ayala Center Cebu,visayas
classic savory,ayala,ayala-fairview-mall,Fairview Terraces,metro-manila
classic savory,ayala,ayala-manila-bay,Ayala Malls Manila Bay,metro-manila
classic savory,ayala,ayala-market-market,Market! Market!,metro-manila
classic savory,ayala,ayala-pavilion,Pavilion Mall,south-luzon
classic savory,ayala,ayala-serin,Ayala Malls Serin,south-luzon
classic savory,ayala,ayala-solenad,Ayala Malls Nuvali,south-luzon
classic savory,ayala,ayala-the-district-imus,The District Imus,south-luzon
classic savory,ayala,ayala-vermosa,Ayala Malls Vermosa,south-luzon
classic savory,filinvest,festival-mall,Festival Mall,metro-manila
classic savory,fishermall,quezonave,Fisher Mall Quezon Avenue,metro-manila
classic savory,megaworld,lucky-chinatown-prosperity-wing,Lucky Chinatown - Prosperity Wing,metro-manila
classic savory,megaworld,venice-grand-canal-mall,Venice Grand Canal Mall,metro-manila
classic savory,ortigas,estancia,Estancia,metro-manila
classic savory,ortigas,greenhills,Greenhills,metro-manila
classic savory,robinsons,galleria-south,Robinsons Galleria South,south-luzon
classic savory,robinsons,robinsons-antipolo,Robinsons Place Antipolo,metro-manila
classic savory,robinsons,robinsons-dasmarinas,Robinsons Place Dasmarinas,south-luzon
classic savory,robinsons,robinsons-galleria-ortigas,Robinsons Galleria,metro-manila
classic savory,robinsons,robinsons-gapan,Robinsons Gapan,north-luzon
classic savory,robinsons,robinsons-ilocos,Robinsons Place Ilocos,north-luzon
classic savory,robinsons,robinsons-iloilo,Robinsons Place Iloilo,visayas
classic savory,robinsons,robinsons-imus,Robinsons Place Imus,south-luzon
classic savory,robinsons,robinsons-la-union,Robinsons Place La Union,north-luzon
classic savory,robinsons,robinsons-las-pinas,Robinsons Place Las Pinas,metro-manila
classic savory,robinsons,robinsons-magnolia,Robinsons Magnolia,metro-manila
classic savory,robinsons,robinsons-malolos,Robinsons Place Malolos,north-luzon
classic savory,robinsons,robinsons-manila,Robinsons Place Manila,metro-manila
classic savory,robinsons,robinsons-metro-east,Robinsons Metro East,metro-manila
classic savory,robinsons,robinsons-novaliches,Robinsons Novaliches,metro-manila
classic savory,robinsons,robinsons-pagadian,Robinsons Pagadian,mindanao
classic savory,robinsons,robinsons-starmills,Robinsons Starmills,north-luzon
classic savory,sm,sm-cdo-downtown,SM CDO Downtown Premier,mindanao
classic savory,sm,sm-center-angono,SM Center Angono,metro-manila
classic savory,sm,sm-center-dagupan,SM Center Dagupan,north-luzon
classic savory,sm,sm-center-imus,SM Center Imus,south-luzon
classic savory,sm,sm-center-las-pinas,SM Center Las Piñas,metro-manila
classic savory,sm,sm-center-muntinlupa,SM Center Muntinlupa,metro-manila
classic savory,sm,sm-center-pasig,SM Center Pasig,metro-manila
classic savory,sm,sm-center-san-pedro,SM Center San Pedro,south-luzon
classic savory,sm,sm-center-sangandaan,SM Center Sangandaan,north-luzon
classic savory,sm,sm-city-bacoor,SM City Bacoor,south-luzon
classic savory,sm,sm-city-baguio,SM City Baguio,north-luzon
classic savory,sm,sm-city-baliwag,SM City Baliwag,north-luzon
classic savory,sm,sm-city-bataan,SM City Bataan,north-luzon
classic savory,sm,sm-city-batangas,SM City Batangas,south-luzon
classic savory,sm,sm-city-bf-paranaque,SM City BF Parañaque,metro-manila
classic savory,sm,sm-city-bicutan,SM City Bicutan,metro-manila
classic savory,sm,sm-city-cabanatuan,SM City Cabanatuan,north-luzon
classic savory,sm,sm-city-calamba,SM City Calamba,south-luzon
classic savory,sm,sm-city-caloocan,SM City Caloocan,metro-manila
classic savory,sm,sm-city-cebu,SM City Cebu,visayas
classic savory,sm,sm-city-clark,SM City Clark,north-luzon
classic savory,sm,sm-city-consolacion,SM City Consolacion,visayas
classic savory,sm,sm-city-daet,SM City Daet,south-luzon
classic savory,sm,sm-city-dasmarinas,SM City Dasmariñas,south-luzon
classic savory,sm,sm-city-davao,SM City Davao,mindanao
classic savory,sm,sm-city-east-ortigas,SM City East Ortigas,metro-manila
classic savory,sm,sm-city-fairview,SM City Fairview,metro-manila
